name,rating,reviews,industry,location,highly_rated,critically_rated
Dalmia-OCL,4.0,199,Building Material,Rourkela +31 other locations,"Job Security, Skill Development / Learning, Company Culture",
Magicrete Building Solutions,3.9,200,Building Material,Surat +26 other locations,Job Security,Promotions / Appraisal
ZKTeco Biometrics,3.0,199,Law Enforcement & Security,Bangalore / Bengaluru +11 other locations,,"Company Culture, Work Life Balance, Work Satisfaction"
Taggd,3.2,200,Recruitment,Gurgaon / Gurugram +16 other locations,,"Work Life Balance, Job Security, Promotions / Appraisal"
Hindustan PowerProjects,3.8,199,Power,Anuppur +18 other locations,Work Life Balance,"Company Culture, Promotions / Appraisal"
Kopran,3.8,199,Pharma,Mumbai +17 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
OSI Digital,3.6,199,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Ushodaya Enterprises,4.0,199,FMCG,Hyderabad / Secunderabad +29 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
PagarBook,3.6,198,Software Product,Bangalore / Bengaluru +25 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Hi Tech Informatics,3.7,198,IT Services & Consulting,Mumbai +47 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Mfine,3.6,198,Internet,Bangalore / Bengaluru +15 other locations,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Roulunds Braking,3.7,198,Auto Components,Sonipat +8 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Tokai Imperial Rubber India,3.9,198,Industrial Machinery,Faridabad +11 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction",
Keolis Hyderabad Metro,3.9,198,Urban Transport,Hyderabad / Secunderabad +3 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Mordor Intelligence,2.9,198,Analytics & KPO,Hyderabad / Secunderabad +3 other locations,,"Skill Development / Learning, Work Satisfaction, Job Security"
Kazo Fashion,3.4,198,Fashion & Textile,New Delhi +33 other locations,,"Job Security, Company Culture, Work Satisfaction"
Analytix Business Solutions,3.4,198,Analytics & KPO,Ahmedabad +8 other locations,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Amrita Vishwa Vidyapeetham,3.9,198,Education & Training,Coimbatore +13 other locations,,"Promotions / Appraisal, Salary & Benefits"
Gulbrandsen,4.1,198,Chemicals,Vadodara +11 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
Mining Engineering Services,3.6,199,Metals & Mining,Vadodara +14 other locations,,Job Security
OnMobile Global,3.4,198,Telecom,Bangalore / Bengaluru +14 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Copart,3.1,198,Automobile,Hyderabad / Secunderabad +6 other locations,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
Radhakrishna Foodland,3.8,197,Logistics,Mumbai +31 other locations,,"Promotions / Appraisal, Salary & Benefits"
Vinculum Solutions,2.6,197,IT Services & Consulting,Noida +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Sanmar Group,3.7,197,Chemicals,Chennai +18 other locations,Job Security,"Promotions / Appraisal, Company Culture"
SmartStream Technologies,3.5,197,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
EY-Parthenon,2.9,198,,,,"Company Culture, Work Life Balance, Work Satisfaction"
InSync Analytics,2.6,196,Analytics & KPO,Mumbai +5 other locations,,"Work Life Balance, Company Culture, Work Satisfaction"
Mol Information Processing Services India,3.6,197,IT Services & Consulting,Kolkata +6 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Doubletree By Hilton,4.1,197,Hospitality,Gurgaon / Gurugram +22 other locations,"Job Security, Skill Development / Learning, Company Culture",
Manohar Filaments,3.7,197,Fashion & Textile,New Delhi +16 other locations,Skill Development / Learning,"Promotions / Appraisal, Company Culture, Work Satisfaction"
ReGen Powertech,4.0,197,Power,Chennai +21 other locations,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal
Ileads Auxiliary Services,3.1,197,BPO,Dehradun +11 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Colorbar Cosmetics,4.0,197,Beauty & Personal Care,New Delhi +35 other locations,"Work Life Balance, Salary & Benefits, Skill Development / Learning",Promotions / Appraisal
Lloyds Technology Centre,3.5,197,IT Services & Consulting,Hyderabad / Secunderabad +8 other locations,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Chaitanya Projects Consultancy,3.9,197,Financial Services,Noida +49 other locations,Work Life Balance,Promotions / Appraisal
Sanghvi Movers,4.3,197,Industrial Machinery,Pune +26 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
Pradan,3.8,197,Non-Profit,New Delhi +57 other locations,"Skill Development / Learning, Salary & Benefits","Promotions / Appraisal, Work Life Balance"
Concentrix Catalyst,3.2,197,IT Services & Consulting,Hyderabad / Secunderabad +9 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
SPRAY ENGINEERING DEVICES,4.3,197,Industrial Machinery,Mohali +13 other locations,"Company Culture, Job Security, Skill Development / Learning",
UFO Moviez,2.9,197,Media & Entertainment,Mumbai +31 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Sahajanand Laser Technology,3.2,197,Industrial Machinery,Gandhinagar +22 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
SBL,3.7,197,IT Services & Consulting,New Delhi +27 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Videojet Technologies,3.8,197,Consumer Electronics & Appliances,Mumbai +25 other locations,"Salary & Benefits, Company Culture","Promotions / Appraisal, Job Security"
EY-Parthenon,2.9,198,,,,"Company Culture, Work Life Balance, Work Satisfaction"
SmartStream Technologies,3.5,197,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
InSync Analytics,2.6,196,Analytics & KPO,Mumbai +5 other locations,,"Work Life Balance, Company Culture, Work Satisfaction"
Sanmar Group,3.7,197,Chemicals,Chennai +18 other locations,Job Security,"Promotions / Appraisal, Company Culture"
Radhakrishna Foodland,3.8,197,Logistics,Mumbai +31 other locations,,"Promotions / Appraisal, Salary & Benefits"
Mol Information Processing Services India,3.6,197,IT Services & Consulting,Kolkata +6 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Company Culture"
SPRAY ENGINEERING DEVICES,4.3,197,Industrial Machinery,Mohali +13 other locations,"Company Culture, Job Security, Skill Development / Learning",
Precision Camshafts,3.2,198,Auto Components,Solapur +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
NGK Spark Plugs,4.0,196,Auto Components,Bawal +18 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
IDBI Capital,3.5,196,Financial Services,Mumbai +40 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Toshiba Water Solutions,3.7,196,Waste Management,Gurgaon / Gurugram +20 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Company Culture, Salary & Benefits"
Milan Laboratories India Private Limited,3.8,196,Pharma,Mumbai +17 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Bsr Infratech India,3.8,196,Engineering & Construction,Bangalore / Bengaluru +12 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
Rama University,3.4,196,,,,"Job Security, Promotions / Appraisal, Company Culture"
M Swasth Solutions,3.3,196,,,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Logicon Facility Management,3.3,196,Facility Management Services,Pune +14 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Programmers.io,4.0,196,IT Services & Consulting,Jaipur +3 other locations,"Work Life Balance, Work Satisfaction, Salary & Benefits",
Hyundai Motor India Engineering,3.9,196,IT Services & Consulting,Hyderabad / Secunderabad +9 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
FAIRWAY ENTERPRISES,3.8,197,Leather,Krishnagiri +9 other locations,"Salary & Benefits, Work Life Balance","Work Satisfaction, Promotions / Appraisal"
Ways2excel,4.3,196,EdTech,Kolkata +1 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",
Fisdom,3.3,196,Financial Services,Bangalore / Bengaluru +31 other locations,,"Job Security, Work Satisfaction, Promotions / Appraisal"
Relevantz Technology Services,3.8,198,IT Services & Consulting,Chennai +6 other locations,"Work Life Balance, Salary & Benefits, Company Culture","Promotions / Appraisal, Job Security"
Quest Global Technologies,3.5,197,IT Services & Consulting,Bangalore / Bengaluru +17 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
FAIRWAY ENTERPRISES,3.8,197,Leather,Krishnagiri +9 other locations,"Salary & Benefits, Work Life Balance","Work Satisfaction, Promotions / Appraisal"
Hyundai Motor India Engineering,3.9,196,IT Services & Consulting,Hyderabad / Secunderabad +9 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
Kama Ayurveda,3.8,196,Beauty & Personal Care,New Delhi +30 other locations,Work Life Balance,Promotions / Appraisal
Frontizo Business Services,3.5,196,BPO,Chandigarh +12 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Metro Brands,3.8,199,Fashion & Textile,Mumbai +32 other locations,,Promotions / Appraisal
Programmers.io,4.0,196,IT Services & Consulting,Jaipur +3 other locations,"Work Life Balance, Work Satisfaction, Salary & Benefits",
Stashfin,4.0,196,FinTech,New Delhi +17 other locations,"Salary & Benefits, Skill Development / Learning, Promotions / Appraisal",
Rama University,3.4,196,,,,"Job Security, Promotions / Appraisal, Company Culture"
Network Intelligence India,3.2,196,Law Enforcement & Security,Mumbai +8 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Logicon Facility Management,3.3,196,Facility Management Services,Pune +14 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
IDBI Capital,3.5,196,Financial Services,Mumbai +40 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Bsr Infratech India,3.8,196,Engineering & Construction,Bangalore / Bengaluru +12 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
Milan Laboratories India Private Limited,3.8,196,Pharma,Mumbai +17 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
NGK Spark Plugs,4.0,196,Auto Components,Bawal +18 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Toshiba Water Solutions,3.7,196,Waste Management,Gurgaon / Gurugram +20 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Company Culture, Salary & Benefits"
M Swasth Solutions,3.3,196,,,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Lauren Information Technologies,3.6,196,IT Services & Consulting,Mumbai +17 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Blowhorn,3.3,195,Logistics,Bangalore / Bengaluru +16 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Modicare,4.1,195,Beauty & Personal Care,New Delhi +45 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Raheja Developers,2.9,195,Real Estate,Gurgaon / Gurugram +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Kerakoll,4.2,195,Building Material,Vadodara +44 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
CIMS Hospital,4.2,195,Healthcare,Ahmedabad +18 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Fulcrum Digital,3.4,195,IT Services & Consulting,Pune +5 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Igarashi Motors,3.8,195,Auto Components,Chennai +8 other locations,"Job Security, Work Satisfaction, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Chrysalis High,3.9,195,,,Skill Development / Learning,Promotions / Appraisal
Vnr Seeds,3.9,195,Agriculture,Raipur +46 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Bharat Broadband Network,3.8,195,Telecom,New Delhi +70 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Promotions / Appraisal, Job Security, Salary & Benefits"
Rajesh Motors,3.8,195,Automobile,Jaipur +28 other locations,Skill Development / Learning,Promotions / Appraisal
TomTom,4.2,195,IT Services & Consulting,Pune +2 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Ayesa,4.0,195,IT Services & Consulting,New Delhi +12 other locations,"Work Life Balance, Work Satisfaction",Promotions / Appraisal
Parijat Industries (India),4.0,195,Chemicals,New Delhi +37 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Futaba Industrial Gujarat,4.4,195,Auto Components,Ahmedabad +12 other locations,"Work Life Balance, Company Culture, Job Security",
Abu Dhabi National Hotels,3.9,195,Hospitality,Abu Dhabi +11 other locations,Job Security,Promotions / Appraisal
BPO+,4.3,195,BPO,New Delhi +46 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Merkle Sokrati,3.7,195,Marketing & Advertising,Pune +3 other locations,"Job Security, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
Pratibha Industries,4.5,195,Engineering & Construction,New Delhi +21 other locations,"Work Life Balance, Company Culture, Salary & Benefits",
Zucol Group,3.8,195,IT Services & Consulting,Jaipur +9 other locations,,"Salary & Benefits, Promotions / Appraisal"
InfoService,4.1,195,IT Services & Consulting,Bangalore / Bengaluru +26 other locations,"Work Life Balance, Job Security, Company Culture",
Emami Frank Ross,3.6,195,Retail,Kolkata +21 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Josh Talks,4.2,195,Broadcasting,Gurgaon / Gurugram +17 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",
Bo International,4.0,196,Beauty & Personal Care,New Delhi +3 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Avaali Solutions,4.4,197,Management Consulting,Bangalore / Bengaluru,"Job Security, Skill Development / Learning, Company Culture",
Abellon Clean Energy,3.0,195,Other,Ahmedabad +20 other locations,,"Job Security, Work Satisfaction, Promotions / Appraisal"
Ebixcash World Money,3.6,195,FinTech,Mumbai +36 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Mashreq Bank,3.2,195,Banking,Bangalore / Bengaluru +11 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
